label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125
heart_two_hand,0.0,0.0,0.0,-0.20961219639713363,0.0293050688737179,-0.016643530312916738,-0.41967640157899744,-0.01965746244885699,-0.0627790834094525,-0.5816624142601219,0.030200451890649002,-0.13313311621266471,-0.714524482867096,0.0945126071641614,-0.20094540281595838,-0.41600852398598026,-0.5221265721601289,0.026493956797816503,-0.5480089445719516,-0.7952762237457065,-0.0680784960985191,-0.6499938533342382,-0.7060009746994184,-0.1425661891477939,-0.6805320567912649,-0.577360399065071,-0.18070372754698838,-0.36506787692001264,-0.5624820610393941,-0.023162703755293577,-0.5265996719773878,-0.8430566245859594,-0.10930834009825786,-0.640067330782327,-0.7282708912972491,-0.16261284652177493,-0.6639776115571727,-0.5891634307654956,-0.18155718027322137,-0.30627279910561256,-0.5747766598233458,-0.0887903905239053,-0.47270661035704964,-0.8318815055776057,-0.14737888541402028,-0.5936835186127974,-0.7295080419515017,-0.1679971928361931,-0.6345277633259291,-0.6023204807846388,-0.16737240514932553,-0.234201393965037,-0.5603539450462486,-0.16192401505357468,-0.38180766382816345,-0.7514414118042378,-0.19213018984531866,-0.5021042496660233,-0.75813218599669,-0.19781816367331348,-0.5722838845884989,-0.7240734947502854,-0.19346100280411488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heart_two_hand,0.0,0.0,0.0,-0.23966014409694616,0.003318139318026242,0.01040965007425718,-0.43478203684440625,-0.02738377420528835,-0.028269628923989498,-0.5994197747609784,0.019760364072412072,-0.09855696925666312,-0.7368539667839864,0.09451593337021043,-0.16571895167053613,-0.4097138046440969,-0.5343952970309918,0.09359100168918462,-0.5668607260255487,-0.7915819227050309,0.0011337613782661476,-0.6652445569278091,-0.7137468000808138,-0.0823800799118613,-0.6907008780098863,-0.5873545822087195,-0.12555799028678077,-0.35941463985680716,-0.5685174242594075,0.029529003589370568,-0.5410111607896292,-0.8387353404724655,-0.061886610374096054,-0.650054238443993,-0.7431648446466969,-0.12816892938162816,-0.6676751646054908,-0.5877193692607106,-0.1542421045437787,-0.30599900999504537,-0.5797456068376518,-0.05212946212799282,-0.48547155883317655,-0.8341343632514225,-0.11177586014647262,-0.5960311113209731,-0.7422851490199055,-0.13508363137424378,-0.6265653753964252,-0.6049482885336639,-0.13444230263999676,-0.24566500500931482,-0.5730462276714076,-0.13981851678742163,-0.3994352231819741,-0.7516819727464071,-0.16773214985652632,-0.5140862057989707,-0.7619772572900513,-0.1732261877472137,-0.584983981897985,-0.7242214880926503,-0.16807934454256318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heart_two_hand,0.0,0.0,0.0,-0.22605110488051702,0.025257581620827033,0.035939504171549654,-0.4507476501188445,-0.024993478751863543,0.03646269565663697,-0.6261325031599022,0.03187304623859362,0.0010931915153758152,-0.7503176608855165,0.1298858312465363,-0.03179820741409051,-0.42134339156838785,-0.4788422727035257,0.1633475138908719,-0.5621690445533393,-0.6997172836747003,0.11648854362750585,-0.6709218114476667,-0.6592072073797066,0.06306709048133691,-0.724458545193961,-0.569231932872073,0.03328731695943103,-0.37860002434636947,-0.5373522387351759,0.09038096273685974,-0.5420007312609826,-0.8089789169664358,0.04035682484735609,-0.6779826852517631,-0.7350383731666723,-0.007620267141029976,-0.7275602933811699,-0.5914812397848667,-0.025365770894169314,-0.3294970358655347,-0.5656589897111757,-0.0010070096365170055,-0.5050116236492411,-0.8199795770469004,-0.04661840298546624,-0.6484118263407932,-0.7299055913220341,-0.0779105198608571,-0.7068635728994225,-0.5939018805731696,-0.0831227491265079,-0.2912192432402468,-0.5596343822365593,-0.09566195069378118,-0.47286843099777187,-0.713320092312298,-0.11741648651627049,-0.5984178180358352,-0.6629070649627603,-0.12407484770509726,-0.6627398602478559,-0.5707645756082089,-0.12230854645245559,0.0,0.0,0.0,0.24921643834732954,0.022548584542418433,0.13927486006925058,0.4356644679270781,-0.07760073207020635,0.19295084445397573,0.5774310561579923,-0.0775664295295323,0.19619120775542048,0.6803066624755226,0.01676117422169443,0.19777627098906736,0.3758967691897951,-0.4931011184558887,0.2412055147654416,0.5158644750168608,-0.7388439481357943,0.2421611740201372,0.6550355996216068,-0.69386836250068,0.2252569057971726,0.733642348981915,-0.5999703027865605,0.21730848305640085,0.3488592207760008,-0.5392191692651195,0.13474941401659532,0.5202123220472971,-0.8324689215122142,0.12784606343775531,0.6738234822881266,-0.7316682377661232,0.10307038644207399,0.7230039877008686,-0.5814314946792685,0.09519365958449233,0.33733547280622306,-0.5454344084959171,0.02380138514470293,0.514935829012946,-0.8322878803253234,0.02167387278835774,0.667830637862699,-0.730028385752233,0.013908629187966757,0.7275749918153567,-0.5777535000403283,0.01439136300667655,0.3450355356240311,-0.4969902642896447,-0.08271894502719974,0.5187727587570092,-0.690521196809574,-0.08714637276093934,0.6470907500621553,-0.6328973115795842,-0.08325387409204456,0.7217614734497863,-0.5270577751781452,-0.07480162682982044
heart_two_hand,0.0,0.0,0.0,-0.23878670833615925,0.010208117843225409,0.041698463226871034,-0.4630295864172917,-0.03876443027276187,0.041307729926382174,-0.6327850068953698,0.03801087118602624,0.002152968940412444,-0.7629149294515892,0.14142311752513423,-0.03539997589850271,-0.4339299361047443,-0.48156462209246453,0.17603158589858015,-0.5699082844874002,-0.6933714771969811,0.12948021603430798,-0.6810651439173399,-0.6663668450401845,0.07384280523363297,-0.744361309582551,-0.5818996856215375,0.041309974892005365,-0.38756237241057767,-0.5273458844446841,0.09618209908038049,-0.5437697157307395,-0.8013424462742752,0.04379733123326635,-0.6778177059118928,-0.7352066957184479,-0.005854239754246451,-0.7378830194651067,-0.5940227747530651,-0.025994278709519588,-0.3365485604200201,-0.5471362524409583,-0.0029894311995460904,-0.5104336685370477,-0.7949189095882193,-0.05062301909777034,-0.6509943196027943,-0.7009728121480118,-0.08288400876895052,-0.7186044162052764,-0.5632913123211108,-0.08981547595252784,-0.2995847986517862,-0.5330977923610454,-0.10546454743337548,-0.4825541804582866,-0.680233850944436,-0.12588033350223277,-0.6104703858140665,-0.6206263480164439,-0.13321123596014017,-0.6871803428492634,-0.518443456093034,-0.13458818984028806,0.0,0.0,0.0,0.26749008151220616,0.00738377735020998,0.10499248929715069,0.44492280917798416,-0.0872946290035673,0.13650268180092176,0.5803476091034668,-0.08466715402887601,0.12330197472660273,0.6806542145322626,-0.009629901096883496,0.11036869457422507,0.34625991776990334,-0.5781312237553085,0.19752927061111109,0.5138217988622835,-0.7620412139979833,0.17695484476255044,0.6513630888963303,-0.6987781572137034,0.1371251166094718,0.7169262220635991,-0.5782941864963976,0.11417356384461767,0.3121762144364245,-0.6127270167870574,0.10724943119189086,0.5232274190341425,-0.8297263614345313,0.08780307348731482,0.6684747291267678,-0.7419608897993649,0.05133784692630696,0.7148042077943201,-0.5948092173696272,0.034052279071194624,0.3024554408957811,-0.5931731451045679,0.011450512134773373,0.5149778215612191,-0.8162199726253202,0.0018225574413917632,0.6638917012590061,-0.7261002878321591,-0.010317204357379093,0.7193137643245738,-0.5850767510221373,-0.013189274494973735,0.32785488737742,-0.5130700526583324,-0.08280217132091061,0.5200559062983799,-0.6609339735429097,-0.08708254998783944,0.647769438212605,-0.6174685880673364,-0.08083691662058469,0.7134668084852457,-0.5263744413240691,-0.07225040864172792
heart_two_hand,0.0,0.0,0.0,-0.23724364872665615,0.024542032390165756,0.0375945077677609,-0.47158060100963933,-0.007196252530087574,0.03937319286943214,-0.6506959102655838,0.06803151904997438,0.004648156168713438,-0.7689401394210734,0.18599317284433492,-0.0267965245898649,-0.4635807165733956,-0.4406016468033945,0.17402758826570108,-0.6019074627861258,-0.634527010206252,0.12861648564275632,-0.7124699894321522,-0.5954372115684776,0.07322459872369669,-0.7722656270409839,-0.5090240100158683,0.039485233223813886,-0.4226905092061415,-0.5034141127915186,0.09893731987475997,-0.5826863347967667,-0.7691272809056601,0.04913766921997943,-0.7155905322846504,-0.6985190471890382,0.0011536111514553278,-0.7655082461340419,-0.5568278945520809,-0.020381494601213895,-0.37419188260989283,-0.5417242932534599,0.004387701483533539,-0.5458964718821748,-0.793030879293099,-0.03986051465750823,-0.6873437609474031,-0.6924332226714754,-0.0715440506015428,-0.7407573356930488,-0.5486257565423404,-0.08012125435560981,-0.3342816838577194,-0.5543228070465694,-0.0940900904505756,-0.5140116204009842,-0.6975251685745467,-0.11129281653408218,-0.6396071562590784,-0.623411137245675,-0.11821384273257919,-0.7014427188558705,-0.512020136903503,-0.12093526082591476,0.0,0.0,0.0,0.2757653947887021,-0.007775804574948267,0.07794342871929148,0.4602236293814378,-0.10874815068377769,0.09003117208301109,0.5989020016752482,-0.10351924509014165,0.06057344020258257,0.6775157906963909,-0.014834115547178528,0.030721977469793115,0.36434720673147997,-0.5768349148120556,0.16855475458136235,0.5139297444244542,-0.726083010291192,0.14231142569252198,0.6489419129306514,-0.6820939247868919,0.09727363882247685,0.7215679017850617,-0.5785465861811363,0.06773817615809852,0.32748953078773435,-0.6094455720154468,0.08675986586037275,0.5226465893595876,-0.819634047633938,0.05969602033468506,0.6632139733397914,-0.7481739396775043,0.019569914519200732,0.7215235436025135,-0.6171918044686963,-0.0016446306732515099,0.31543473261584487,-0.5914749633105856,-0.0020940642916881364,0.5167311484781371,-0.8097111221978937,-0.023692550166499675,0.6671577854198524,-0.7256311113064817,-0.04462272034993617,0.7309317292952374,-0.5878743726679917,-0.05283947009537566,0.3365665087174314,-0.5186038954975961,-0.09116906374185069,0.5280346299331155,-0.6564365975237001,-0.09732359407207535,0.651633715308288,-0.6122114895230911,-0.09237709068905316,0.7189596406512244,-0.5192912625013334,-0.08680704872356199
heart_two_hand,0.0,0.0,0.0,-0.23674156441988636,0.02780173230037041,0.039303991055463054,-0.4691297993430212,-0.006101905395604557,0.04058580842685159,-0.6422073805960493,0.07154985230688782,0.005585834621303501,-0.7632171593485769,0.18017638307477638,-0.02679327891251584,-0.4750837002786157,-0.43564894231973317,0.17029761127582896,-0.6168753035890113,-0.622006541196955,0.12280645899606665,-0.7254212749672742,-0.5843617837326245,0.06538646602683214,-0.7835607991127442,-0.49648418764260166,0.030355985654135016,-0.4300999199702421,-0.4981116122113199,0.09197198833017368,-0.5879534418943875,-0.7663085999049895,0.03929721597436687,-0.7197394441149892,-0.694178595094518,-0.009550429186571476,-0.7709700118220152,-0.5477466044106424,-0.030986005160670637,-0.37705353945777637,-0.5356826796913415,-0.005360271647152023,-0.5466027443434761,-0.7890380049521039,-0.05186023818182421,-0.6881387225105632,-0.6931835721425516,-0.08156514703139042,-0.7465234636094678,-0.5511334293956828,-0.08839515084452072,-0.33342428097962146,-0.5420004509449354,-0.10642900511182225,-0.515126296526147,-0.6821009315645832,-0.12619176379911468,-0.6446599664579882,-0.6130913020783744,-0.13256903086807656,-0.7152832817022813,-0.5038057247276562,-0.1341859431650219,0.0,0.0,0.0,0.27177631779384664,-0.007823788218992407,0.08246952184374172,0.4566607393771598,-0.10141370501405753,0.09972413598614563,0.5880076559018974,-0.09273946873369922,0.07612038162120804,0.6811936840779412,-0.02424945784401225,0.052858335905163645,0.36002227054362074,-0.5780349279152782,0.16633670022160052,0.5101400822482923,-0.7394480776042736,0.13817198562168886,0.6431973566870205,-0.6892252606539865,0.09266982562219661,0.7156932302601744,-0.5791590258218698,0.06433238115281865,0.3220293753710977,-0.6061952594795333,0.08366726170656336,0.5105521339813407,-0.8274790992722212,0.05431786358814041,0.6525107276906348,-0.7576991308409381,0.01103527849786555,0.7068683474209528,-0.6142103243022056,-0.012031195268543921,0.3065410724193002,-0.5876239895426251,-0.005023422046573634,0.5048571560328856,-0.8154522349558806,-0.02729290948117839,0.657544957216194,-0.7300879542203224,-0.050710164519395196,0.7214168718703836,-0.5873854039826519,-0.06045321216134358,0.32574034556033665,-0.5146882354386032,-0.09302656491183066,0.5162296725498289,-0.6598623539732885,-0.10357970306064036,0.6430780639070339,-0.6133891892412096,-0.10152933521395696,0.7091198826898744,-0.5158473976304475,-0.09669941544572302
heart_two_hand,0.0,0.0,0.0,-0.22764340158435484,0.0320635969647308,0.023144816679286046,-0.46908282711601085,0.004113361363904269,0.015964714094061406,-0.6443310279417035,0.0848983540819559,-0.022589828362325117,-0.7683093171320449,0.18904877976116546,-0.0558151770012778,-0.47088701652181253,-0.4382685391798097,0.13794635915819586,-0.612415261047634,-0.6401124877600178,0.08429401401493035,-0.7244981986277478,-0.6025787640909859,0.025441742254062132,-0.786980627737415,-0.5159081055204298,-0.010697844467073836,-0.42602431688461817,-0.49667942999878495,0.06893572617706276,-0.5894098791969522,-0.7643696664534134,0.012133170786508541,-0.7251603282719701,-0.68770776621036,-0.034648616053824785,-0.7773886508276169,-0.5444295780469628,-0.05550285621429904,-0.37263136667145075,-0.5331091901709458,-0.018759702827191443,-0.5469037648038287,-0.7772685647758193,-0.06728107863294835,-0.6937147603841636,-0.6734773620274183,-0.09497474029066945,-0.753013459806774,-0.5281160949551651,-0.10065983785008793,-0.32461972089323754,-0.5439154855183186,-0.11140020233173777,-0.5007393737741309,-0.6904444859218457,-0.1326878101488059,-0.6279593652282589,-0.6265916265072667,-0.13893335888779157,-0.6899693178375773,-0.5196357422041632,-0.13978279948026517,0.0,0.0,0.0,0.2689309336489667,-0.006271449831328864,0.07599095988662509,0.46641556232746173,-0.10439766365237504,0.09020167723701103,0.6056454363429737,-0.0934619500109345,0.06346210687362745,0.6788796463903146,-0.005540483114818825,0.035120721612703736,0.38165173994095475,-0.558782003018736,0.17079246873058992,0.5359282392553147,-0.7092924714971462,0.1417384350189645,0.6651173399606809,-0.6643742375033176,0.09281109670923718,0.7351010529695591,-0.5575228963863332,0.06034498539016248,0.3406026435425733,-0.6011359267476187,0.08805687907193852,0.5320166736046363,-0.8142045400408826,0.0495676008328772,0.6719603925937492,-0.7405819862862375,-0.0027481582170119567,0.7276779307388074,-0.5917797409273111,-0.029590167807999196,0.31849480450182993,-0.5979857142033387,-0.0018329427757942476,0.5155295640891601,-0.8238004302619195,-0.03081178828933137,0.6702864129600838,-0.7379512587108853,-0.06153478917382885,0.7403886611121798,-0.589246099278785,-0.07439742209804626,0.32657589085295124,-0.5436407377563348,-0.09181134590371524,0.5152730201720529,-0.6911607339072776,-0.10596390106974053,0.6458984657715858,-0.6458680793816974,-0.10963384553116323,0.7230042593776467,-0.5471866318977372,-0.10907185019093268
heart_two_hand,0.0,0.0,0.0,-0.2287538074594442,0.030492498379829962,0.02032673309756748,-0.46612687657050045,0.00528841212988244,0.00800642378668865,-0.6415010404060155,0.08768874474435186,-0.03559048296438038,-0.7657058728680897,0.1969289692709224,-0.0749136298266242,-0.47851389543149736,-0.4296656621303905,0.13104963222118413,-0.6205681321168806,-0.6158438339091182,0.07126365684893385,-0.7297761393781864,-0.5747755505361448,0.0077206701217790545,-0.7918498718504716,-0.48472288993465534,-0.030588619375987534,-0.43091132710285385,-0.4916057449151579,0.060868795183751136,-0.5910184564160251,-0.7643932791252053,-0.00531937110887544,-0.7238038898113934,-0.6876473883446911,-0.05699998593527701,-0.7772300925799633,-0.5383877083195089,-0.07882054483662047,-0.3760108207051029,-0.529149043761516,-0.028185120451405626,-0.5451853434370529,-0.782322291171717,-0.08390941127976918,-0.6902632224308668,-0.6800091943837226,-0.11609798629038018,-0.7514712458074887,-0.532806223002379,-0.12287269258808868,-0.32865892348555176,-0.5339876612976372,-0.12184837841516023,-0.5064107214976076,-0.6788618440336479,-0.14660003293229465,-0.6392801276359886,-0.6166910440589198,-0.15612995196094742,-0.7125529972209597,-0.5120323225063251,-0.15911372540361288,0.0,0.0,0.0,0.26834634192881796,-0.0033836691116639847,0.08049138650477963,0.4649768498972933,-0.10346545906487696,0.10104550653382031,0.6009389481981376,-0.09165463206540014,0.08058325066287501,0.6765937571831532,0.0018244676771272238,0.05867249961299992,0.38252030573723456,-0.5492257515607175,0.17695144423314174,0.5297293497072215,-0.7026685522315803,0.1531958112487849,0.6561179473887135,-0.6655916873198502,0.10964486356564235,0.7255651070544875,-0.5621875901300553,0.08048963569040908,0.33916356743590237,-0.5967893990369255,0.09397484269837073,0.5202821935697927,-0.8193929404349032,0.05925212636236717,0.6579892940138847,-0.7529429844066743,0.011267262128845362,0.7141716170315,-0.6066242593198645,-0.012698416472406437,0.3120945956722494,-0.5988574085660862,0.0038709427263079826,0.5019405193003318,-0.8344084961711931,-0.024791523580652803,0.6565152750581108,-0.7512534366287957,-0.05577484135356051,0.7293409585851537,-0.6018231690067725,-0.06884824372023773,0.31592914117038534,-0.5504139232723206,-0.08566332100645005,0.5018238936247101,-0.6982215313716011,-0.10321786129272843,0.6333932820419677,-0.6531651453564296,-0.10970359233934084,0.7128729177188174,-0.5540468511809015,-0.11080664112369028
heart_two_hand,0.0,0.0,0.0,-0.2364366393427924,0.05193400113750396,0.03425192946269168,-0.48192707028947857,0.034924446739366545,0.033430056547360525,-0.6580706344429248,0.11898815574843219,-0.0019479386537411976,-0.7827307025222857,0.2219959530212856,-0.03320085759853049,-0.4864980685999211,-0.40353692230324806,0.16358696970594278,-0.6306685506129119,-0.5833001895371548,0.1207538766957196,-0.742464287919755,-0.5514746653223205,0.06655604124507665,-0.8131062022054576,-0.4717562899190114,0.03193830594202052,-0.4398031981679208,-0.47079839992140377,0.08743345905659874,-0.6074485798899238,-0.7311950665666612,0.036659898733685234,-0.7449064128060825,-0.6670706374733728,-0.011454290953271894,-0.8038803283838353,-0.5262981094794342,-0.03334896616148755,-0.3860084421275771,-0.512842928744967,-0.0074610086162765245,-0.5671821652873931,-0.7480958072989774,-0.055955497911347886,-0.7127080781339177,-0.6476622363514504,-0.08827026500919813,-0.7769938729475432,-0.5032368253524354,-0.09625929145069362,-0.34172416534919475,-0.5218419013429735,-0.10586431288916157,-0.5314954046278134,-0.6478363794340619,-0.12918378474478084,-0.6611025788587602,-0.5766137134243365,-0.1379278025959521,-0.730580104485581,-0.46805497658918505,-0.14062447005613832,0.0,0.0,0.0,0.26401368699643074,-0.010293060859349541,0.08804229037990179,0.45851657458015016,-0.10848482075107005,0.11915055087639971,0.5958734653006644,-0.09125700388609069,0.10986867357148541,0.6871830613333477,-0.0022373884335617216,0.0987163491656615,0.36199563385262523,-0.5569367584606804,0.194848404302185,0.5165963598207958,-0.7028497803258783,0.1834862552868591,0.6493072714223386,-0.6820936600488272,0.1480552478839699,0.7326856384183544,-0.5993084361708959,0.12237333604604099,0.32181958567084246,-0.6031613664596465,0.11216167495935553,0.5144753592891124,-0.8092338781510815,0.0869409166180892,0.6568409112381106,-0.7529119483735698,0.04103188175313637,0.7255781061001512,-0.6171916178485201,0.017529583954457244,0.3003000459419325,-0.6009647184213326,0.022933390848169886,0.49431071547761296,-0.8248365236129043,0.0007343561039850113,0.6496548610672479,-0.7523541753259049,-0.031432115995037604,0.7328384149005336,-0.6138701645341381,-0.0463029447462584,0.3125723492758647,-0.5479775751784658,-0.06490037094553999,0.49745318882832684,-0.6980201916528698,-0.08130196796530416,0.6296296605176648,-0.6610164313837776,-0.0898925779842615,0.7181359469900719,-0.5707571968140279,-0.09241908433637135
heart_two_hand,0.0,0.0,0.0,-0.2366387874791477,0.053290607103786324,0.03450552950153985,-0.48406516394482874,0.03886604776040915,0.0341487293771376,-0.6615642067475455,0.12280879191281678,-0.0011449297390920279,-0.7894553945803223,0.22689984865504073,-0.0330320714470658,-0.49551535135257657,-0.40497033877340805,0.16308282209444136,-0.6380010272866145,-0.5790483279783881,0.11905386074488972,-0.7482833475836789,-0.5522944473742791,0.06294232541471308,-0.8161020385896502,-0.4747506345669899,0.026643720868625684,-0.44771030852028304,-0.4744953289817227,0.08535131946825766,-0.6151948969399937,-0.7278347725284756,0.03323672209446744,-0.7492695118072232,-0.6620727556758725,-0.015964487712468292,-0.8043437521961276,-0.5199312679662377,-0.03914193443527886,-0.39326381465928933,-0.5165931165052356,-0.011097533269231706,-0.5710375481240221,-0.7574176369925972,-0.0611902455490152,-0.7174297294714016,-0.6622855790716689,-0.09270954255680418,-0.7803736923476908,-0.5194284933160911,-0.10019601021897083,-0.3485820376499942,-0.5197151449829097,-0.11138996403245816,-0.5339246124640625,-0.6637644129585438,-0.13837063972331806,-0.668121930742628,-0.6015838921474075,-0.14870498653972206,-0.7401391406584987,-0.4940464162282968,-0.1518766119424823,0.0,0.0,0.0,0.26423143577119673,-0.008380726417375507,0.0838681106409817,0.4575884229406917,-0.1049110978647522,0.11007727708975583,0.5935525802657747,-0.08470490102126564,0.09630856155039703,0.6868216676842025,0.00290920410818522,0.08083222129523773,0.36745577772472476,-0.5519431519483023,0.1840504765140977,0.5123286885980861,-0.6961634721150007,0.16866219102047025,0.6449371421472927,-0.6793435866274359,0.13052674622570098,0.7334661356693706,-0.602433415991042,0.10236451473174789,0.3257980265308779,-0.5983509213144533,0.1016328660370815,0.5046724343253588,-0.8116826007220012,0.07231854899893059,0.6481316460015972,-0.7610745438712084,0.0262851312055383,0.7245756539188768,-0.6298106905884164,0.001985805290464362,0.3005751545677228,-0.5986102509926554,0.012451297749788592,0.48711843066791943,-0.8286764856646114,-0.014433648415511457,0.6434941338735203,-0.7578089933311017,-0.04696168599884762,0.7305296629898722,-0.6205621929016352,-0.06256790847648895,0.30850873206570917,-0.5500504904985916,-0.07559754370799614,0.48769311117083075,-0.6949567914592751,-0.09601648642035822,0.6195373027213302,-0.6583532792333341,-0.1062916017607122,0.7101296181394321,-0.5700587583244519,-0.11042203671892488
